Feature Name,Observed Ratio,Expected Ratio,Fold Change,P-value,FDR P-value,Bonferroni P-value,log2(Fold Change),-log10(P-value),-log10(FDR P-value)
GO:0007186,9/120 (7.5%),1/120 (0.8%),5.928135048231511,2.359173119786596e-05,0.030197415933268426,0.030197415933268426,2.5675783139046486,4.627240188741634,1.5200302190937662
GO:0042048,4/120 (3.3%),0/120 (0.0%),9.364571428571429,0.0009239598573232263,0.18500985872383824,1.0,3.22721297076061,3.0343468968769955,0.7328051284873548
GO:0006935,4/120 (3.3%),0/120 (0.0%),9.364571428571429,0.0009239598573232263,0.18500985872383824,1.0,3.22721297076061,3.0343468968769955,0.7328051284873548
GO:0040024,3/120 (2.5%),0/120 (0.0%),15.174074074074074,0.001053101301472874,0.18500985872383824,1.0,3.92353658042947,2.9775298505100407,0.7328051284873548
GO:0050911,4/120 (3.3%),0/120 (0.0%),9.004395604395604,0.0010682867041996987,0.18500985872383824,1.0,3.1706294423942425,2.9713121767625346,0.7328051284873548
GO:0006811,6/120 (5.0%),1/120 (0.8%),5.186075949367089,0.0011268235807330876,0.18500985872383824,1.0,2.3746433344158357,2.948144073227706,0.7328051284873548
GO:0006874,2/120 (1.7%),0/120 (0.0%),39.01904761904762,0.001203565190708562,0.18500985872383824,1.0,5.286106659814179,2.9195303813355804,0.7328051284873548
GO:0018991,3/120 (2.5%),0/120 (0.0%),14.459999999999999,0.001210505535337278,0.18500985872383824,1.0,3.853995647176393,2.9170332202983005,0.7328051284873548
GO:0007606,4/120 (3.3%),0/120 (0.0%),8.318781725888323,0.001429588892625605,0.18500985872383824,1.0,3.056372263136562,2.844788834796024,0.7328051284873548
GO:0007156,2/120 (1.7%),0/120 (0.0%),35.62608695652174,0.0014453895212799862,0.18500985872383824,1.0,5.154862126535926,2.8400150981352232,0.7328051284873548
GO:0006120,2/120 (1.7%),0/120 (0.0%),27.313333333333333,0.0024575758554593354,0.26214142458232914,1.0,4.77153348698442,2.6094930683690767,0.5814643447688331
GO:0070085,2/120 (1.7%),0/120 (0.0%),27.313333333333333,0.0024575758554593354,0.26214142458232914,1.0,4.77153348698442,2.6094930683690767,0.5814643447688331
GO:1905515,2/120 (1.7%),0/120 (0.0%),23.411428571428573,0.0033348523886589706,0.3008345388630895,1.0,4.549141065647972,2.4769233845988987,0.5216723037966865
GO:0007608,3/120 (2.5%),0/120 (0.0%),9.99268292682927,0.003467934267432275,0.3008345388630895,1.0,3.320872077974855,2.4599291429034373,0.5216723037966865
