Feature Name,Observed Ratio,Expected Ratio,Fold Change,P-value,FDR P-value,Bonferroni P-value,log2(Fold Change),-log10(P-value),-log10(FDR P-value)
GO:0030127,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0030131,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0017071,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0031080,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0000812,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0000813,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0000791,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0034715,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0008023,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0017101,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0016235,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0016593,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0031332,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0097124,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0005740,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0016281,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0030915,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0031380,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0035770,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0033116,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0042555,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0032133,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0030014,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0005662,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0005640,0/120 (0.0%),0/120 (0.0%),0.0,0.9854434752347802,1.0,1.0,0.0,0.006368281681500875,-0.0
GO:0030424,2/120 (1.7%),0/120 (0.0%),4.117587939698492,0.9870271100345838,1.0,1.0,2.0417994620492896,0.005670918681192416,-0.0
GO:0034719,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0033177,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0005851,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0035145,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0048500,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0046536,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0045273,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0060076,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0005655,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0033588,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0012506,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0033180,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0030849,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0030904,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0005664,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:1990726,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0097060,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0000242,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0000347,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0000172,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:1990184,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0031209,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0030991,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0005742,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:1902555,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0036038,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0005795,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0044306,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0000800,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0005663,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0030121,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0030673,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
GO:0031985,0/120 (0.0%),0/120 (0.0%),0.0,0.9878548869076971,1.0,1.0,0.0,0.0053068473596145456,-0.0
